quote,character
"""Many Old Testament characters are of this type. Jael and Judith, for example.""",poirot
"""Good evening, gentlemen.""",poirot
Can you get me a sleeper?,poirot
"""But, tell me, Watson, what do you make of our visitor's stick?""",poirot
"“Yes, and didn’t she let everybody know about it! Always the martyr! Poor old Amyas. His married life was one long hell—or rather it would have been if it hadn’t been for his exceptional quality. His art, you see—he always had that. It was an escape. When he was painting he didn’t care, he shook off Caroline and her nagging and all the ceaseless rows and quarrels. They were endless, you know. Not a week passed without a thundering row over one thing or another. She enjoyed it. Having rows stimulated her, I believe. It was an outlet. She could say all the hard bitter stinging things she wanted to say. She’d positively purr after one of those set-tos—go off looking as sleek and well-fed as a cat. But it took it out of him. He wanted peace—rest—a quiet life. Of course a man like that ought never to marry—he isn’t out for domesticity. A man like Crale should have affairs but no binding ties. They’re bound to chafe him.”",poirot
"Very interesting it must have been. Eh bien, Mr. Clarke, I approve very highly of your idea. I was saying to Hastings only yesterday that a rapprochement of the people concerned was needed. It is necessary to pool reminiscences, to compare notes—enfin to talk the thing over—to talk—to talk—and again to talk. Out of some innocent phrase may come enlightenment.",poirot
_Have you told me everything known to you about this young man Paton?_ Oh! do not fear. I will not press you. I shall learn it in good time.,poirot
"Oh!” she seemed rather taken aback, but rose promptly. In the doorway, however, she hesitated a minute and then came back.",poirot
“Writers are sometimes curiously callous.”,poirot
"“Alas, Monsieur,”",poirot
“Was I? I wonder. I’m not so sure.”,poirot
I think he knew that.,poirot
"“Deirdre of the Sorrows. A pretty name—but not a pretty girl, I understand?”",poirot
"""That is quite correct. I myself heard what passed. That is the last thing known?""",poirot
"“Here is the explanation of the victim’s inertia,”",poirot
"“Now, Madame, I want you to think carefully before you answer this question. Have you, since you were on this train, seen anyone that you recognized?”",poirot
and then there would have been,poirot
“Mille remerciments.”,poirot
"“It is true,”",poirot
"""Now, if I was going to make a book about all these people, how should I do it?""",poirot
“Enemies! People in these days don’t have enemies. Not English people!”,poirot
Said he remembered brushing up against a butcher’s shop the previous day. Baloney! It wasn’t animal blood.,poirot
“she did not suggest this time that you should arrange a murder hunt or anything of that kind?”,poirot
"“I haven’t got evidence yet of a connection between her and his lordship, but I shall do—it’s only a question of time. I must say I’m disappointed about Paris, but nine months ago is a long time. I’ve still got someone making inquiries over there. Something may come to light yet. I know you don’t think so. You’re a pigheaded old boy, you know.”",poirot
“Come and sit down here. Let George finally relieve you of—what is it,poirot
“You do,poirot
"sir, come! You will see with your own eyes and judge for yourself.""",poirot
"""That, you would say, is the advantage of strangulation! No bloodstains, no weapon—nothing to get rid of or conceal! Nothing is needed but physical strength—and the soul of a killer!""",poirot
"that’s that. Flat contradiction. Which of ’em do we believe?""",poirot
"For one thing, you know, he wasn’t cocky.",poirot
"""I can probably vouch for our lot,"" said Mrs. Oliver. ""What time did you say this happened?""",poirot
"Did you know that your employer, M. Ratchett, was the principal instigator in that affair?",poirot
"a curly-haired spaniel. Poor Mortimer will never see his pet again. Well, I do not know that this place contains any secret which we have not already fathomed. He could hide his hound, but he could not hush its voice, and hence came those cries which even in daylight were not pleasant to hear. On an emergency he could keep the hound in the out-house at Merripit, but it was always a risk, and it was only on the supreme day, which he regarded as the end of all his efforts, that he dared do it. This paste in the tin is no doubt the luminous mixture with which the creature was daubed. It was suggested, of course, by the story of the family hell-hound, and by the desire to frighten old Sir Charles to death. No wonder the poor devil of a convict ran and screamed, even as our friend did, and as we ourselves might have done, when he saw such a creature bounding through the darkness of the moor upon his track. It was a cunning device, for, apart from the chance of driving your victim to his death, what peasant would venture to inquire too closely into such a creature should he get sight of it, as many have done, upon the moor? I said it in London, Watson, and",poirot
Not entirely.,poirot
"“Excuse me,”",poirot
"""What? What are you going to say?""",poirot
“You spoke of the drawing you are doing because you wish to remember the young Miranda. Does that mean you’re going away from here?”,poirot
“La Dame Americaine—”,poirot
"“Fool that I have been,”",poirot
"""You have not told me, for instance, why you installed Nurse Leatheran in the house.""",poirot
_Eh! bien?_,poirot
"Remember that outburst of Simeon Lee, his tirade against his family.",poirot
