number,character,quote
1276,sh,"I think I shall have a pull at that flask, Holmes.  Well, I think we
     may all congratulate each other. Pity we didn't take the other alive;
     but there was no choice. I say, Holmes, you must confess that you cut
     it rather fine. It was all we could do to overhaul her."
1277,mm,"Something that will be seen, remembered, observed, recognized."
1278,hp,What of it? I had already mentioned the facts.
1279,hp,"I went in to the American lady, Mrs. Hubbard. I asked her for some aspirin and she gave it to me."
1280,mm,You are quite right. I am talking of Mr. Rafiel’s son. What do you know about him?
1281,hp,"It is that you have really the love of the machinery,"
1282,hp,"Yet all the same you came
here to find me, did you not? Why was that?"
1283,mm,a glass of water would put me right.
1284,mm,"a very nice woman. The kind that would so easily marry a bad lot. In fact, the sort of woman that would marry a murderer if she were ever given half a chance. I still consider,"
1285,hp,"I don’t think so, sir. Nothing unusual, I mean. The train being at a standstill made it all very quiet."
1286,sh,"and you had best take a pull out of my
     flask, for you are very wet. How could you expect so small and weak a
     man as this black fellow to overpower Mr. Sholto and hold him while
     you were climbing the rope?"
1287,sh,"The last red streaks had faded away in the west and night had settled
     upon the moor. A few faint stars were gleaming in a violet sky."
1288,hp,"You have not told me, for instance, why you installed Nurse Leatheran in the house."
1289,hp,"She’s young and she’s crude, but she’s the right sort."
1290,hp,"This stranger hanging about, he may be important—he may not. At any rate he must be found. Let us continue our inquiry."
1291,mm,"I didn’t let him know I was going,"
1292,hp,"is to make sure of the movements of everyone on the train. No offence need be taken, you understand? It is only a matter of routine."
1293,mm,"she really radiates integrity. If she had committed a murder, it would be a very popular murder. Perhaps for some noble reason or for some reason that she thought noble?"
1294,hp,Is it daft you are? I was with you on the beach until I went round in the boat with Miss Brewster and found her dead.
1295,mm,"Yes, I can see I’m quite recognizable as an old pussy. There are so many old pussies, and they’re all so much alike. And, of course, yes, I’m very ordinary. An ordinary rather scatty old lady. And that of course is very good camouflage. Dear me, I wonder if I’m thinking on the right lines. I do, sometimes, know what people are like. I mean, I know what people are like, because they remind me of certain other people I have known. So I know some of their faults and some of their virtues. I know what kind of people they are. There’s that."
1296,sh,"I tell you, man, that I haven't got one. I'll let you have two
     horses as far as the Hall."
1297,mm,I can swear to that. She’d no such thing with her.
1298,mm,"Victorian glass of a most hideous kind, I think myself. No expense spared. I’m afraid my uncle was partly to blame. He was very pleased with those rather crude reds and blues."
1299,mm,"No. No, it was not the coach. There was no trouble there. It was in the course of the expedition yesterday afternoon. There was a great deal of wind you may remember, though I don’t think that had anything to do with it. People strayed about a bit, I think. There is a regular path, but you can also climb up and go across the downs. Both ways lead to the Memorial Tower on the top of Bonaventure—where they were all making for. People got separated a bit and I suppose, really, there was no one actually guiding them or looking after them which, perhaps, there ought to have been. People aren’t very sure-footed always and the slope overhanging the gorge is very steep. There was a bad fall of stones or rocks which came crashing down the hillside and knocked someone out on the path below."
1300,sh,"I got your note, Mr. Holmes. Sir
     Robert has not returned yet, but I hear that he is expected
     to-night."
1301,sh,"None as yet. But the affair is a pretty one, one of our little
     country crimes, which must seem too small for your attention, Mr.
     Holmes, after this great international affair."
