no.,character,quote
988,poirot,"But you can never be alone anywhere. Someone is always pestering you for money, or offering you donkeys, or beads, or expeditions to native villages, or duck shooting."
989,poirot,"Ah! And yet it is so simple. The true explanation leapt to the eye,
did it not?"
990,poirot,"Sometimes, you know, I do think that maybe were going a little too far nowadays. What with all our great discoveries and all the electrical waves there must be in the atmosphere, I do think it leads to a great deal of mental unrest, and I just feel that maybe the time has come for a new message to humanity. I dont know, M."
991,poirot,"I doubt if youd know the truth if you heard it,"
992,poirot,"I do not fancy you returned me a truthful answer, mademoiselle,"
993,poirot,You know perfectly. I am not so foolish as to argue with an infatuated man. I utter only the word of caution.
994,poirot,And the husband? Did he know about it? What did he feel?
995,poirot,"No, he was kinder reticent about that part of it. Just said the fellow was out for his blood and meant to get it."
996,poirot,I have made the economies in my time and I have now the means to enjoy the life of idleness.
997,poirot,"Precisely, Mademoiselle. That is why we wish to free you from unpleasantness as quickly as possible. Now you went to bed last night—at what time?"
998,poirot,"Can I discuss in the presence of Dr. Leidner the motives likely to lead to the murder of his wife by a member of the expedition? That would not have been delicate at all. I had to sustain the fiction that his wife was adorable and that everyone adored her! But naturally it was not like that at all. Now we can be brutal and impersonal and say what we think. We have no longer to consider peoples feelings. And that is where Nurse Leatheran is going to help us. She is, I am sure, a very good observer."
999,poirot,And you? Is it not that you are on holiday also?
1000,poirot,"You know, there is a good deal in what you have just said."
1001,poirot,"You saw Mr. Ackroyd put this money away last night when he was
dressing for dinner? You are sure he had not paid away any of it
already?"
1002,poirot,"She did not seem excited, or depressed, or upset in any way?"
1003,poirot,I do not understand in the least of what you are talking.
1004,poirot,"I would say it and I do say it. It is my business, you see, to find out who killed Arlena Marshall."
1005,poirot,"Yes, Mademoiselle. I believe it is the unforgivable offence—to kill."
1006,poirot,"she stabbed him in the dark, not realizing that he was dead already, but somehow deduced that he had a watch in his pyjama pocket, took it out, put back the hands blindly and gave it the requisite dent."
1007,poirot,"My God, Im sick of answering questions. Ive answered the police questions. I dont feel called upon to answer yours."
1008,poirot,"Yes, that letter is important. I find it very important."
1009,poirot,Kens a dear. One of the best. Frightfully quiet and reserved. Id say his only fault is a penchant for making unfortunate marriages.
1010,poirot,I know. We all have a bit of trouble keeping out of his way. Hed like to turn this place into a cross between Margate and Le Touquet.
1011,poirot,All along—ever since I arrived here—I have been conscious—very conscious—of the forces of evil close at hand.
1012,poirot,"But Parker
is the most likely. It is in my mind to try a little experiment with
Parker. How say you, my friend, will you accompany me to Fernly?"
1013,poirot,"He has frequently dictated letters
to me, using almost exactly those same words."
1014,poirot,"It was back in position when I arrived with the police, sir,"
1015,poirot,Move this baggage into a vacant compartment in the Athens-Paris coach.
1016,poirot,It was just the feeling that everybody else thought me stupid. Very paralyzing. It was the same thing later in the office.
1017,poirot,"Most of that family are. Spoilt, of course. Always inclined to tilt at windmills."
1018,poirot,"To questions Nos. 9 and 10. Can we be sure that Ratchett was stabbed by more than one person, and what other explanation of the wounds can there be? In my opinion, medically speaking, there can be no other explanation of those wounds. To suggest that one man struck first feebly and then with violence, first with the right hand and then with the left, and after an interval of perhaps half an hour inflicted fresh wounds on a dead body—well, it does not make sense."
1019,poirot,"That woman is one of the most utter liars Ive ever known,"
1020,poirot,"That is where we disagree, you and I. Three
motives—it is almost too much. I am inclined to believe that, after
all, Ralph Paton is innocent."
1021,poirot,
1022,poirot,"Well, you seem to be doing all that can be done, Crome,"
1023,poirot,Thats right. Between a quarter to ten and ten oclock.
1024,poirot,"If you solve this case, mon cher, I shall indeed believe in miracles!"
1025,poirot,"After Madame Doyle left the saloon, did any of you four leave it?"
1026,poirot,"we handle him with the gloves of kid, is it not so?"
1027,poirot,"No, Monsieur. I have only two other passengers—both English. A Colonel from India, and a young English lady from Baghdad. Monsieur requires anything?"
1028,poirot,"There was nothing, Monsieur. Nothing, I am positive of it."
1029,poirot,"Well, what do we do about it? That is my problem."
1030,poirot,"I mean that all is not the gold that glitters. I mean that, though this lady is rich and beautiful and beloved, there is all the same something that is not right. And I know something else."
