number,character,quote
849,sh,"It seemed to me incredible that such a charge could be sustained. I
     thought that if we waited the whole thing must clear itself up
     without our being compelled to enter into painful details of the
     inner life of the family. But I understand that far from clearing it
     has become even more serious."
850,sh,"If criminals would always schedule
     their movements like railway trains, it would certainly be more
     convenient for all of us. As to what it is we--Well, that's what we
     are watching for!"
851,mm,she’s someone and she might—she just might be a person Mr. Rafiel wanted me to meet for some reason.
852,mm,"That is kind of him, but hardly justified,"
853,sh,What the devil is the meaning of all this?
854,mm,"Well, I think it’s just possible. That’s all."
855,mm,"Oh, my dear lady, do I have to tell you that?"
856,hp,Surely a great many people wear shoes with rubber studs in them?
857,hp,a murderer of the first class never wears a false beard!
858,sh,"I have nothing in the world against you, my good man,"
859,hp,I haven’t either. I’ve been out sailing with him once or twice—but he doesn’t really like having anyone with him. He prefers to be on his own.
860,mm,"That is where you make a mistake, dear,"
861,mm,there is one thing that you don’t know.
862,hp,"We must have everything in order. Just as it occurred. It is
a little method of mine."
863,mm,I’m afraid I don’t quite understand what you’re talking about.
864,sh,"that this matter is a mistake, and
     that the parcel was never meant for me at all. I have said this
     several times to the gentlemen from Scotland Yard, but he simply
     laughs at me. I have not an enemy in the world, as far as I know, so
     why should anyone play me such a trick?"
865,sh,"He has his own little methods, which are, if
     he won't mind my saying so, just a little too theoretical and
     fantastic, but he has the makings of a detective in him. It is not
     too much to say that once or twice, as in that business of the Sholto
     murder and the Agra treasure, he has been more nearly correct than
     the official force."
866,sh,"Come,
     Watson, for we have a good day's work before us in town."
867,mm,"but really you know, I’m not so young and vigorous as you are, Mrs. Riseley-Porter, and I really feel after all the—well, shock and everything else the last few days, I really must have a complete twenty-four hours’ rest."
868,mm,"At the moment I am not concerned with theories. It seems to me, excluding the supernatural in which I do not for one moment believe, that that was the only way things could have happened. He stabbed himself, and as he fell his arms flew out, wrenching the dagger from the wound and flinging it far into the zone of the trees. That is, I think, although somewhat unlikely, a possible happening."
869,sh,"Good! and Gregson can come inside with me. You too, Doctor, you have
     taken an interest in the case and may as well stick to us."
870,mm,Yes. And what does that suggest to you?
871,hp,"Well, the door of it was not quite closed. And the fellow inside peered out in a furtive sort of way. Then he pulled the door to quickly. Of course, I know there’s nothing in that—but it just struck me as a bit odd. I mean, it’s quite usual to open a door and stick your head out if you want to see anything. But it was the furtive way he did it that caught my attention."
872,sh,"And yet it may be premature to abandon the
     case. After all, important fresh evidence is a two-edged thing, and
     may possibly cut in a very different direction to that which Lestrade
     imagines. Take your breakfast, Watson, and we will go out together
     and see what we can do. I feel as if I shall need your company and
     your moral support to-day."
873,mm,You will remember my saying this morning that that struck me as exceedingly peculiar.
